O,250
I,250
O,250
I,250
O,250
L,250
I,250
U,250
K,500
U,250
O,250
K,250
L,500
O,250
J,250
L,250
U,500
O,250
I,250
O,250
I,250
O,250
L,250
I,250
U,250
K,500
U,250
O,250
K,250
L,500
O,250
U,250
L,250
K,500
L,250
U,250
I,250
O,500
J,250
P,250
O,250
I,500
P,250
O,250
I,250
U,500
O,250
I,250
U,250
O,250
I,250
O,250
I,250
O,250
L,250
I,250
U,250
K,500
U,250
O,250
K,250
L,500
O,250
J,250
L,250
U,500
O,250
I,250
O,250
I,250
O,250
L,250
I,250
U,250
K,500
U,250
O,250
K,250
L,500
O,250
U,250
L,250
K,500
